current_status_date,sponsor_role,link,display_number,party,title 
1978-02-15,"{'website': '', 'description': ""Representative for New Mexico's 1st congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'NM', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1977-01-04', 'id': 25437, 'congress_numbers': [95], 'title_long': 'Representative', 'enddate': '1979-01-03', 'senator_rank': None, 'person': 406992, 'party': 'Republican', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 1, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/95/hr2719,H.R. 2719,Republican,H.R. 2719 (95th): A bill to authorize the Secretary of the Interior to contract with the Middle Rio Grande Conservancy District of New Mexico for the payment of operation and maintenance charges on certain Pueblo Indian lands.
1978-09-08,"{'website': '', 'description': ""Representative for Texas's 19th congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'TX', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1977-01-04', 'id': 25804, 'congress_numbers': [95], 'title_long': 'Representative', 'enddate': '1979-01-03', 'senator_rank': None, 'person': 407093, 'party': 'Democrat', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 19, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/95/hr13467,H.R. 13467,Democrat,H.R. 13467 (95th): Second Supplemental Appropriations Act
1978-10-18,"{'website': '', 'description': ""Representative for Maryland's 2nd congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'MD', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1977-01-04', 'id': 25193, 'congress_numbers': [95], 'title_long': 'Representative', 'enddate': '1979-01-03', 'senator_rank': None, 'person': 406904, 'party': 'Democrat', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 2, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/95/hr12931,H.R. 12931,Democrat,H.R. 12931 (95th): Foreign Assistance and Related Programs Appropriations Act
1978-10-20,"{'website': '', 'description': ""Representative for New York's 16th congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'NY', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1977-01-04', 'id': 21089, 'congress_numbers': [95], 'title_long': 'Representative', 'enddate': '1979-01-03', 'senator_rank': None, 'person': 405603, 'party': 'Democrat', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 16, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/95/hjres638,H.J.Res. 638,Democrat,H.J.Res. 638 (95th): Joint resolution extending the deadline for the ratification of the equal rights amendment.
1977-05-26,"{'website': '', 'description': ""Representative for California's 4th congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'CA', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1977-01-04', 'id': 24627, 'congress_numbers': [95], 'title_long': 'Representative', 'enddate': '1979-01-03', 'senator_rank': None, 'person': 406725, 'party': 'Democrat', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 4, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/95/hr6205,H.R. 6205,Democrat,"H.R. 6205 (95th): A bill to authorize appropriations for fiscal years 1978, 1979, and 1980 to carry out the Atlantic Tunas Convention Act of 1975."
1977-10-13,"{'website': '', 'description': ""Representative for New Jersey's 10th congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'NJ', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1977-01-04', 'id': 32972, 'congress_numbers': [95], 'title_long': 'Representative', 'enddate': '1979-01-03', 'senator_rank': None, 'person': 409344, 'party': 'Democrat', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 10, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/95/hr5645,H.R. 5645,Democrat,H.R. 5645 (95th): Civil Rights Commission Authorization Act
1977-07-05,"{'website': '', 'description': ""Representative for Virginia's 3rd congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'VA', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1977-01-04', 'id': 33743, 'congress_numbers': [95], 'title_long': 'Representative', 'enddate': '1979-01-03', 'senator_rank': None, 'person': 409582, 'party': 'Democrat', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 3, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/95/hr3695,H.R. 3695,Democrat,H.R. 3695 (95th): State Veterans’ Home Assistance Improvement Act
1978-10-20,"{'website': '', 'description': ""Representative for Texas's 10th congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'TX', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1977-01-04', 'id': 30909, 'congress_numbers': [95], 'title_long': 'Representative', 'enddate': '1979-01-03', 'senator_rank': None, 'person': 408725, 'party': 'Democrat', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 10, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/95/hr11035,H.R. 11035,Democrat,H.R. 11035 (95th): A bill to incorporate the United States Capitol Historical Society.
1978-09-30,"{'website': '', 'description': ""Representative for North Carolina's 5th congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'NC', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1977-01-04', 'id': 29032, 'congress_numbers': [95], 'title_long': 'Representative', 'enddate': '1979-01-03', 'senator_rank': None, 'person': 408109, 'party': 'Democrat', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 5, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/95/hjres1140,H.J.Res. 1140,Democrat,H.J.Res. 1140 (95th): A resolution to amend section 8 of the Export-Import Bank Act of 1945.
1977-11-23,"{'website': '', 'description': ""Representative for Texas's 6th congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'TX', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1977-01-04', 'id': 37343, 'congress_numbers': [95], 'title_long': 'Representative', 'enddate': '1979-01-03', 'senator_rank': None, 'person': 410692, 'party': 'Democrat', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 6, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/95/hr8701,H.R. 8701,Democrat,H.R. 8701 (95th): GI Bill Improvements Act
1977-06-25,"{'website': '', 'description': ""Representative for North Carolina's 1st congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'NC', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1977-01-04', 'id': 22727, 'congress_numbers': [95], 'title_long': 'Representative', 'enddate': '1979-01-03', 'senator_rank': None, 'person': 406148, 'party': 'Democrat', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 1, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/95/hr3416,H.R. 3416,Democrat,H.R. 3416 (95th): An Act to amend section 316(c) of the Agricultural Adjustment Act of 1938 to provide that leasing of flue-cured tobacco acreage-poundage marketing quotas after June 15 of any year be permitted only between farms on which at least 80 per 
1977-08-02,"{'website': '', 'description': ""Representative for California's 14th congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'CA', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1977-01-04', 'id': 26888, 'congress_numbers': [95], 'title_long': 'Representative', 'enddate': '1979-01-03', 'senator_rank': None, 'person': 407436, 'party': 'Democrat', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 14, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/95/hr7557,H.R. 7557,Democrat,H.R. 7557 (95th): Department of Transportation and Related Agencies Appropriation Act
1978-10-19,"{'website': '', 'description': ""Representative for Kansas's 5th congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'KS', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1977-01-04', 'id': 34949, 'congress_numbers': [95], 'title_long': 'Representative', 'enddate': '1979-01-03', 'senator_rank': None, 'person': 409962, 'party': 'Republican', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 5, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/95/hr13797,H.R. 13797,Republican,"H.R. 13797 (95th): A bill to authorize establishment of the Fort Scott National Historic Site, Kansas, and for other purposes."
1977-11-04,"{'website': '', 'description': ""Representative for Pennsylvania's 7th congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'PA', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1977-01-04', 'id': 15082, 'congress_numbers': [95], 'title_long': 'Representative', 'enddate': '1979-01-03', 'senator_rank': None, 'person': 403738, 'party': 'Democrat', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 7, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/95/hr2817,H.R. 2817,Democrat,H.R. 2817 (95th): A bill to provide for certain additions to the Tinicum National Environmental Center.
1978-09-30,"{'website': '', 'description': ""Representative for New York's 30th congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'NY', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1977-01-04', 'id': 26865, 'congress_numbers': [95], 'title_long': 'Representative', 'enddate': '1979-01-03', 'senator_rank': None, 'person': 407433, 'party': 'Republican', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 30, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/95/hr6760,H.R. 6760,Republican,H.R. 6760 (95th): A bill for the relief of Charles M. Metott.
1977-07-19,"{'website': '', 'description': ""Representative for California's 30th congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'CA', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1977-01-04', 'id': 13259, 'congress_numbers': [95], 'title_long': 'Representative', 'enddate': '1979-01-03', 'senator_rank': None, 'person': 403183, 'party': 'Democrat', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 30, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/95/hr6893,H.R. 6893,Democrat,"H.R. 6893 (95th): A bill to amend title four of the United States Code to make it clear that Members of Congress may not, for purposes of State income tax laws, be treated as residents of any State other than the State from which they were elected."
1978-11-02,"{'website': '', 'description': ""Representative for California's 5th congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'CA', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1977-01-04', 'id': 9744, 'congress_numbers': [95], 'title_long': 'Representative', 'enddate': '1979-01-03', 'senator_rank': None, 'person': 402095, 'party': 'Democrat', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 5, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/95/hr2291,H.R. 2291,Democrat,H.R. 2291 (95th): A bill for the relief of Carmen Cecilia Blanquicett.
1978-11-04,"{'website': '', 'description': ""Representative for Washington's 4th congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'WA', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1977-01-04', 'id': 26666, 'congress_numbers': [95], 'title_long': 'Representative', 'enddate': '1979-01-03', 'senator_rank': None, 'person': 407370, 'party': 'Democrat', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 4, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/95/hr12874,H.R. 12874,Democrat,"H.R. 12874 (95th): Solar Photovoltaic Energy Research, Development and Demonstration Act"
1978-10-28,"{'website': '', 'description': ""Representative for California's 27th congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'CA', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1977-01-04', 'id': 14450, 'congress_numbers': [95], 'title_long': 'Representative', 'enddate': '1979-01-03', 'senator_rank': None, 'person': 403545, 'party': 'Republican', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 27, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/95/hr3835,H.R. 3835,Republican,H.R. 3835 (95th): A bill for the relief of Pece D. Van Arsdol.
1977-08-04,"{'website': '', 'description': ""Representative for Iowa's 4th congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'IA', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1977-01-04', 'id': 35328, 'congress_numbers': [95], 'title_long': 'Representative', 'enddate': '1979-01-03', 'senator_rank': None, 'person': 410076, 'party': 'Democrat', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 4, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/95/hr692,H.R. 692,Democrat,"H.R. 692 (95th): An Act to amend the Small Business Act and the Small Business Investment Act of 1958 to increase loan authorization and surety bond guarantee authority; and to improve the disaster assistance, certificate of competency and small business "
1977-10-12,"{'website': '', 'description': ""Representative for Wisconsin's 5th congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'WI', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1977-01-04', 'id': 32303, 'congress_numbers': [95], 'title_long': 'Representative', 'enddate': '1979-01-03', 'senator_rank': None, 'person': 409142, 'party': 'Democrat', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 5, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/95/hr6655,H.R. 6655,Democrat,H.R. 6655 (95th): Housing and Community Development Act
1977-06-01,"{'website': '', 'description': ""Representative for California's 1st congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'CA', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1977-01-04', 'id': 22363, 'congress_numbers': [95], 'title_long': 'Representative', 'enddate': '1979-01-03', 'senator_rank': None, 'person': 406034, 'party': 'Democrat', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 1, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/95/hr6401,H.R. 6401,Democrat,H.R. 6401 (95th): A bill to authorize appropriations for the administration of the Deepwater Port Act of 1974.
1978-10-27,"{'website': '', 'description': ""Representative for California's 8th congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'CA', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1977-01-04', 'id': 13827, 'congress_numbers': [95], 'title_long': 'Representative', 'enddate': '1979-01-03', 'senator_rank': None, 'person': 403364, 'party': 'Democrat', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 8, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/95/hr12116,H.R. 12116,Democrat,H.R. 12116 (95th): A bill to amend the District of Columbia Self-Government and Governmental Reorganization Act to repeal the authority of the President to sustain vetoes by the Mayor of the District of Columbia of acts passed by the Council of the Distri
1978-10-31,"{'website': '', 'description': ""Representative for California's 6th congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'CA', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1977-01-04', 'id': 9759, 'congress_numbers': [95], 'title_long': 'Representative', 'enddate': '1979-01-03', 'senator_rank': None, 'person': 402098, 'party': 'Democrat', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 6, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/95/hr13702,H.R. 13702,Democrat,"H.R. 13702 (95th): A bill to provide that the Territory of American Samoa be represented by a non-voting Delegate to the United States House of Representatives, and for other purposes."
1977-02-21,"{'website': '', 'description': ""Representative for California's 4th congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'CA', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1977-01-04', 'id': 24627, 'congress_numbers': [95], 'title_long': 'Representative', 'enddate': '1979-01-03', 'senator_rank': None, 'person': 406725, 'party': 'Democrat', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 4, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/95/hjres240,H.J.Res. 240,Democrat,H.J.Res. 240 (95th): Fishery Conservation Zone Transition Act
1977-10-06,"{'website': '', 'description': ""Representative for Pennsylvania's 14th congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'PA', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1977-01-04', 'id': 28364, 'congress_numbers': [95], 'title_long': 'Representative', 'enddate': '1979-01-03', 'senator_rank': None, 'person': 407901, 'party': 'Democrat', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 14, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/95/hr6951,H.R. 6951,Democrat,"H.R. 6951 (95th): An Act to amend the Council on Wage and Price Stability Act to extend its termination date, and for other purposes."
1978-10-12,"{'website': '', 'description': ""Representative for Tennessee's 1st congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'TN', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1977-01-04', 'id': 31649, 'congress_numbers': [95], 'title_long': 'Representative', 'enddate': '1979-01-03', 'senator_rank': None, 'person': 408976, 'party': 'Republican', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 1, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/95/hr9945,H.R. 9945,Republican,H.R. 9945 (95th): A bill to amend the Act creating the Indian Claims Commission to repeal the provision limiting the activities of Commissioners during the 2 years following their terms of office.
1978-11-09,"{'website': '', 'description': ""Representative for Illinois's 8th congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'IL', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1977-01-04', 'id': 33249, 'congress_numbers': [95], 'title_long': 'Representative', 'enddate': '1979-01-03', 'senator_rank': None, 'person': 409422, 'party': 'Democrat', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 8, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/95/hr5263,H.R. 5263,Democrat,H.R. 5263 (95th): Energy Tax Act
1978-11-02,"{'website': '', 'description': ""Representative for California's 13th congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'CA', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1977-01-04', 'id': 27918, 'congress_numbers': [95], 'title_long': 'Representative', 'enddate': '1979-01-03', 'senator_rank': None, 'person': 407772, 'party': 'Democrat', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 13, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/95/hr13597,H.R. 13597,Democrat,"H.R. 13597 (95th): A bill to authorize the Architect of the Capitol to install solar collectors for furnishing a portion of the energy needs of the Rayburn House Office Building and House Office Building Annex No. 2, and for other purposes."
1978-11-03,"{'website': '', 'description': ""Representative for California's 14th congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'CA', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1977-01-04', 'id': 26888, 'congress_numbers': [95], 'title_long': 'Representative', 'enddate': '1979-01-03', 'senator_rank': None, 'person': 407436, 'party': 'Democrat', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 14, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/95/hr7971,H.R. 7971,Democrat,"H.R. 7971 (95th): An Act to validate certain land conveyances, and for other purposes."
1978-09-17,"{'website': '', 'description': ""Representative for Massachusetts's 2nd congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'MA', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1977-01-04', 'id': 8136, 'congress_numbers': [95], 'title_long': 'Representative', 'enddate': '1979-01-03', 'senator_rank': None, 'person': 401568, 'party': 'Democrat', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 2, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/95/hr12240,H.R. 12240,Democrat,H.R. 12240 (95th): Intelligence and Intelligence Related Program Authorization Act
1978-03-27,"{'website': '', 'description': ""Representative for California's 6th congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'CA', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1977-01-04', 'id': 9759, 'congress_numbers': [95], 'title_long': 'Representative', 'enddate': '1979-01-03', 'senator_rank': None, 'person': 402098, 'party': 'Democrat', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 6, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/95/hr3813,H.R. 3813,Democrat,"H.R. 3813 (95th): An Act to amend the act of October 2, 1968, an act to establish a Redwood National Park in the State of California, and for other purposes."
1977-02-23,"{'website': '', 'description': ""Representative for Missouri's 5th congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'MO', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1977-01-04', 'id': 8168, 'congress_numbers': [95], 'title_long': 'Representative', 'enddate': '1979-01-03', 'senator_rank': None, 'person': 401573, 'party': 'Democrat', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 5, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/95/hjres239,H.J.Res. 239,Democrat,H.J.Res. 239 (95th): A joint resolution extending the filing date of l977 Joint Economic Report.
1977-03-25,"{'website': '', 'description': ""Representative for Texas's 19th congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'TX', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1977-01-04', 'id': 25804, 'congress_numbers': [95], 'title_long': 'Representative', 'enddate': '1979-01-03', 'senator_rank': None, 'person': 407093, 'party': 'Democrat', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 19, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/95/hr3839,H.R. 3839,Democrat,"H.R. 3839 (95th): A bill to rescind certain budget authority recommended in the message of the President of January 17, 1977 (H. Doc. 95-48), transmitted pursuant to the Impoundment Control Act of 1974."
1978-10-05,"{'website': '', 'description': ""Representative for Texas's 12th congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'TX', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1977-01-04', 'id': 40973, 'congress_numbers': [95], 'title_long': 'Representative', 'enddate': '1979-01-03', 'senator_rank': None, 'person': 411912, 'party': 'Democrat', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 12, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/95/hr8449,H.R. 8449,Democrat,H.R. 8449 (95th): A bill for the relief of Lourdes Marie Hudson.
1978-10-28,"{'website': '', 'description': ""Representative for California's 43rd congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'CA', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1977-01-04', 'id': 9524, 'congress_numbers': [95], 'title_long': 'Representative', 'enddate': '1979-01-03', 'senator_rank': None, 'person': 402026, 'party': 'Republican', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 43, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/95/hr2553,H.R. 2553,Republican,H.R. 2553 (95th): A bill for the relief of Young Gun Kim.
1978-03-27,"{'website': '', 'description': ""Representative for Colorado's 1st congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'CO', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1977-01-04', 'id': 33981, 'congress_numbers': [95], 'title_long': 'Representative', 'enddate': '1979-01-03', 'senator_rank': None, 'person': 409650, 'party': 'Democrat', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 1, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/95/hr6975,H.R. 6975,Democrat,"H.R. 6975 (95th): An Act to amend title 5, United States Code, to provide that hearing examiners shall be known as administrative law judges, and to increase the number of such positions which the Civil Service Commission may establish and place at GS-16 "
1978-04-24,"{'website': '', 'description': ""Representative for New York's 22nd congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'NY', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1977-01-04', 'id': 7748, 'congress_numbers': [95], 'title_long': 'Representative', 'enddate': '1979-01-03', 'senator_rank': None, 'person': 401453, 'party': 'Democrat', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 22, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/95/hr9179,H.R. 9179,Democrat,H.R. 9179 (95th): Overseas Private Investment Corporation Amendments Act
1978-11-08,"{'website': '', 'description': ""Representative for Oklahoma's 1st congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'OK', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1977-01-04', 'id': 22637, 'congress_numbers': [95], 'title_long': 'Representative', 'enddate': '1979-01-03', 'senator_rank': None, 'person': 406125, 'party': 'Democrat', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 1, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/95/hr9251,H.R. 9251,Democrat,H.R. 9251 (95th): Foreign Earned Income Act
1978-10-30,"{'website': '', 'description': ""Representative for California's 14th congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'CA', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1977-01-04', 'id': 26888, 'congress_numbers': [95], 'title_long': 'Representative', 'enddate': '1979-01-03', 'senator_rank': None, 'person': 407436, 'party': 'Democrat', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 14, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/95/hr2256,H.R. 2256,Democrat,H.R. 2256 (95th): A bill for the relief of Edmundo Alfredo Oreiro Espinueva.
1978-05-26,"{'website': '', 'description': ""Representative for Michigan's 14th congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'MI', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1977-01-04', 'id': 29051, 'congress_numbers': [95], 'title_long': 'Representative', 'enddate': '1979-01-03', 'senator_rank': None, 'person': 408111, 'party': 'Democrat', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 14, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/95/hr10392,H.R. 10392,Democrat,H.R. 10392 (95th): A bill to establish a Hubert H. Humphrey Fellowship in Social and Political Thought at the Woodrow Wilson International Center for Scholars at the Smithsonian Institution and to establish a trust fund to provide a stipend for such fello
1978-09-08,"{'website': '', 'description': ""Representative for Texas's 16th congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'TX', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1977-01-04', 'id': 39835, 'congress_numbers': [95], 'title_long': 'Representative', 'enddate': '1979-01-03', 'senator_rank': None, 'person': 411551, 'party': 'Democrat', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 16, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/95/hr7161,H.R. 7161,Democrat,"H.R. 7161 (95th): A bill to amend title 10, United States Code to allow nationals, as well as citizens, of the United States to participate in the Junior Reserve Officers’ Training Corps program."
1978-06-29,"{'website': '', 'description': ""Representative for New York's 17th congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'NY', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1977-01-04', 'id': 28881, 'congress_numbers': [95], 'title_long': 'Representative', 'enddate': '1979-01-03', 'senator_rank': None, 'person': 408062, 'party': 'Democrat', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 17, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/95/hr10823,H.R. 10823,Democrat,"H.R. 10823 (95th): An Act to amend the National Advisory Committee on Oceans and Atmosphere Act of 1977 to authorize appropriations to carry out the provisions of such Act for fiscal years 1979, and for other purposes."
1978-09-29,"{'website': '', 'description': ""Representative for New York's 13th congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'NY', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1977-01-04', 'id': 35559, 'congress_numbers': [95], 'title_long': 'Representative', 'enddate': '1979-01-03', 'senator_rank': None, 'person': 410145, 'party': 'Democrat', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 13, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/95/hr7814,H.R. 7814,Democrat,H.R. 7814 (95th): Federal Employees Flexible and Compressed Work Schedules Act
